Category,Book English,Book Hebrew,order,Chapters,Chapter_Value
cmrokiuhp0000f3hw2ua261dy,Isaiah,ישעיהו,7,31,9
cmrokiuhp0000f3hw2ua261dy,Isaiah,ישעיהו,7,32,20
cmrokiuhp0000f3hw2ua261dy,Isaiah,ישעיהו,7,33,24
cmrokiuhp0000f3hw2ua261dy,Isaiah,ישעיהו,7,34,17
cmrokiuhp0000f3hw2ua261dy,Isaiah,ישעיהו,7,35,10
cmrokiuhp0000f3hw2ua261dy,Isaiah,ישעיהו,7,36,22
cmrokiuhp0000f3hw2ua261dy,Isaiah,ישעיהו,7,37,38
cmrokiuhp0000f3hw2ua261dy,Isaiah,ישעיהו,7,38,22
cmrokiuhp0000f3hw2ua261dy,Isaiah,ישעיהו,7,39,8
cmrokiuhp0000f3hw2ua261dy,Isaiah,ישעיהו,7,40,31
cmrokiuhp0000f3hw2ua261dy,Isaiah,ישעיהו,7,41,29
cmrokiuhp0000f3hw2ua261dy,Isaiah,ישעיהו,7,42,25
cmrokiuhp0000f3hw2ua261dy,Isaiah,ישעיהו,7,43,28
cmrokiuhp0000f3hw2ua261dy,Isaiah,ישעיהו,7,44,28
cmrokiuhp0000f3hw2ua261dy,Isaiah,ישעיהו,7,45,25
cmrokiuhp0000f3hw2ua261dy,Isaiah,ישעיהו,7,46,13
cmrokiuhp0000f3hw2ua261dy,Isaiah,ישעיהו,7,47,15
cmrokiuhp0000f3hw2ua261dy,Isaiah,ישעיהו,7,48,22
cmrokiuhp0000f3hw2ua261dy,Isaiah,ישעיהו,7,49,26
cmrokiuhp0000f3hw2ua261dy,Isaiah,ישעיהו,7,50,11
cmrokiuhp0000f3hw2ua261dy,Isaiah,ישעיהו,7,51,23
cmrokiuhp0000f3hw2ua261dy,Isaiah,ישעיהו,7,52,15
cmrokiuhp0000f3hw2ua261dy,Isaiah,ישעיהו,7,53,12
cmrokiuhp0000f3hw2ua261dy,Isaiah,ישעיהו,7,54,17
cmrokiuhp0000f3hw2ua261dy,Isaiah,ישעיהו,7,55,13
cmrokiuhp0000f3hw2ua261dy,Isaiah,ישעיהו,7,56,12
cmrokiuhp0000f3hw2ua261dy,Isaiah,ישעיהו,7,57,21
cmrokiuhp0000f3hw2ua261dy,Isaiah,ישעיהו,7,58,14
cmrokiuhp0000f3hw2ua261dy,Isaiah,ישעיהו,7,59,21
cmrokiuhp0000f3hw2ua261dy,Isaiah,ישעיהו,7,60,22
cmrokiuhp0000f3hw2ua261dy,Isaiah,ישעיהו,7,61,11
cmrokiuhp0000f3hw2ua261dy,Isaiah,ישעיהו,7,62,12
cmrokiuhp0000f3hw2ua261dy,Isaiah,ישעיהו,7,63,19
cmrokiuhp0000f3hw2ua261dy,Isaiah,ישעיהו,7,64,12
cmrokiuhp0000f3hw2ua261dy,Isaiah,ישעיהו,7,65,25
cmrokiuhp0000f3hw2ua261dy,Isaiah,ישעיהו,7,66,24
cmrokiuhp0000f3hw2ua261dy,Jeremiah,ירמיהו,8,1,19
cmrokiuhp0000f3hw2ua261dy,Jeremiah,ירמיהו,8,2,37
cmrokiuhp0000f3hw2ua261dy,Jeremiah,ירמיהו,8,3,25
cmrokiuhp0000f3hw2ua261dy,Jeremiah,ירמיהו,8,4,31
cmrokiuhp0000f3hw2ua261dy,Jeremiah,ירמיהו,8,5,31
cmrokiuhp0000f3hw2ua261dy,Jeremiah,ירמיהו,8,6,30
cmrokiuhp0000f3hw2ua261dy,Jeremiah,ירמיהו,8,7,34
cmrokiuhp0000f3hw2ua261dy,Jeremiah,ירמיהו,8,8,23
cmrokiuhp0000f3hw2ua261dy,Jeremiah,ירמיהו,8,9,25
cmrokiuhp0000f3hw2ua261dy,Jeremiah,ירמיהו,8,10,25
cmrokiuhp0000f3hw2ua261dy,Jeremiah,ירמיהו,8,11,23
cmrokiuhp0000f3hw2ua261dy,Jeremiah,ירמיהו,8,12,17
cmrokiuhp0000f3hw2ua261dy,Jeremiah,ירמיהו,8,13,27
cmrokiuhp0000f3hw2ua261dy,Jeremiah,ירמיהו,8,14,22
cmrokiuhp0000f3hw2ua261dy,Jeremiah,ירמיהו,8,15,21
cmrokiuhp0000f3hw2ua261dy,Jeremiah,ירמיהו,8,16,21
cmrokiuhp0000f3hw2ua261dy,Jeremiah,ירמיהו,8,17,27
cmrokiuhp0000f3hw2ua261dy,Jeremiah,ירמיהו,8,18,23
cmrokiuhp0000f3hw2ua261dy,Jeremiah,ירמיהו,8,19,15
cmrokiuhp0000f3hw2ua261dy,Jeremiah,ירמיהו,8,20,18
cmrokiuhp0000f3hw2ua261dy,Jeremiah,ירמיהו,8,21,14
cmrokiuhp0000f3hw2ua261dy,Jeremiah,ירמיהו,8,22,30
cmrokiuhp0000f3hw2ua261dy,Jeremiah,ירמיהו,8,23,40
cmrokiuhp0000f3hw2ua261dy,Jeremiah,ירמיהו,8,24,10
cmrokiuhp0000f3hw2ua261dy,Jeremiah,ירמיהו,8,25,38
cmrokiuhp0000f3hw2ua261dy,Jeremiah,ירמיהו,8,26,24
cmrokiuhp0000f3hw2ua261dy,Jeremiah,ירמיהו,8,27,22
cmrokiuhp0000f3hw2ua261dy,Jeremiah,ירמיהו,8,28,17
cmrokiuhp0000f3hw2ua261dy,Jeremiah,ירמיהו,8,29,32
cmrokiuhp0000f3hw2ua261dy,Jeremiah,ירמיהו,8,30,24
cmrokiuhp0000f3hw2ua261dy,Jeremiah,ירמיהו,8,31,40
cmrokiuhp0000f3hw2ua261dy,Jeremiah,ירמיהו,8,32,44
cmrokiuhp0000f3hw2ua261dy,Jeremiah,ירמיהו,8,33,26
cmrokiuhp0000f3hw2ua261dy,Jeremiah,ירמיהו,8,34,22
cmrokiuhp0000f3hw2ua261dy,Jeremiah,ירמיהו,8,35,19
cmrokiuhp0000f3hw2ua261dy,Jeremiah,ירמיהו,8,36,32
cmrokiuhp0000f3hw2ua261dy,Jeremiah,ירמיהו,8,37,21
cmrokiuhp0000f3hw2ua261dy,Jeremiah,ירמיהו,8,38,28
cmrokiuhp0000f3hw2ua261dy,Jeremiah,ירמיהו,8,39,18
cmrokiuhp0000f3hw2ua261dy,Jeremiah,ירמיהו,8,40,16
cmrokiuhp0000f3hw2ua261dy,Jeremiah,ירמיהו,8,41,18
cmrokiuhp0000f3hw2ua261dy,Jeremiah,ירמיהו,8,42,22
cmrokiuhp0000f3hw2ua261dy,Jeremiah,ירמיהו,8,43,13
cmrokiuhp0000f3hw2ua261dy,Jeremiah,ירמיהו,8,44,30
cmrokiuhp0000f3hw2ua261dy,Jeremiah,ירמיהו,8,45,5
cmrokiuhp0000f3hw2ua261dy,Jeremiah,ירמיהו,8,46,28
cmrokiuhp0000f3hw2ua261dy,Jeremiah,ירמיהו,8,47,7
cmrokiuhp0000f3hw2ua261dy,Jeremiah,ירמיהו,8,48,47
cmrokiuhp0000f3hw2ua261dy,Jeremiah,ירמיהו,8,49,39
cmrokiuhp0000f3hw2ua261dy,Jeremiah,ירמיהו,8,50,46
cmrokiuhp0000f3hw2ua261dy,Jeremiah,ירמיהו,8,51,64
cmrokiuhp0000f3hw2ua261dy,Jeremiah,ירמיהו,8,52,34
cmrokiuhp0000f3hw2ua261dy,Ezekiel,יחזקאל,9,1,28
cmrokiuhp0000f3hw2ua261dy,Ezekiel,יחזקאל,9,2,10
cmrokiuhp0000f3hw2ua261dy,Ezekiel,יחזקאל,9,3,27
cmrokiuhp0000f3hw2ua261dy,Ezekiel,יחזקאל,9,4,17
cmrokiuhp0000f3hw2ua261dy,Ezekiel,יחזקאל,9,5,17
cmrokiuhp0000f3hw2ua261dy,Ezekiel,יחזקאל,9,6,14
cmrokiuhp0000f3hw2ua261dy,Ezekiel,יחזקאל,9,7,27
cmrokiuhp0000f3hw2ua261dy,Ezekiel,יחזקאל,9,8,18
cmrokiuhp0000f3hw2ua261dy,Ezekiel,יחזקאל,9,9,11
cmrokiuhp0000f3hw2ua261dy,Ezekiel,יחזקאל,9,10,22
cmrokiuhp0000f3hw2ua261dy,Ezekiel,יחזקאל,9,11,25
cmrokiuhp0000f3hw2ua261dy,Ezekiel,יחזקאל,9,12,28
cmrokiuhp0000f3hw2ua261dy,Ezekiel,יחזקאל,9,13,23
cmrokiuhp0000f3hw2ua261dy,Ezekiel,יחזקאל,9,14,23
cmrokiuhp0000f3hw2ua261dy,Ezekiel,יחזקאל,9,15,8
cmrokiuhp0000f3hw2ua261dy,Ezekiel,יחזקאל,9,16,63
cmrokiuhp0000f3hw2ua261dy,Ezekiel,יחזקאל,9,17,24
cmrokiuhp0000f3hw2ua261dy,Ezekiel,יחזקאל,9,18,32
cmrokiuhp0000f3hw2ua261dy,Ezekiel,יחזקאל,9,19,14
cmrokiuhp0000f3hw2ua261dy,Ezekiel,יחזקאל,9,20,44
cmrokiuhp0000f3hw2ua261dy,Ezekiel,יחזקאל,9,21,37
cmrokiuhp0000f3hw2ua261dy,Ezekiel,יחזקאל,9,22,31
cmrokiuhp0000f3hw2ua261dy,Ezekiel,יחזקאל,9,23,49
cmrokiuhp0000f3hw2ua261dy,Ezekiel,יחזקאל,9,24,27
cmrokiuhp0000f3hw2ua261dy,Ezekiel,יחזקאל,9,25,17
cmrokiuhp0000f3hw2ua261dy,Ezekiel,יחזקאל,9,26,21
cmrokiuhp0000f3hw2ua261dy,Ezekiel,יחזקאל,9,27,36
cmrokiuhp0000f3hw2ua261dy,Ezekiel,יחזקאל,9,28,26
cmrokiuhp0000f3hw2ua261dy,Ezekiel,יחזקאל,9,29,21
cmrokiuhp0000f3hw2ua261dy,Ezekiel,יחזקאל,9,30,26
cmrokiuhp0000f3hw2ua261dy,Ezekiel,יחזקאל,9,31,18
cmrokiuhp0000f3hw2ua261dy,Ezekiel,יחזקאל,9,32,32
cmrokiuhp0000f3hw2ua261dy,Ezekiel,יחזקאל,9,33,33
cmrokiuhp0000f3hw2ua261dy,Ezekiel,יחזקאל,9,34,31
cmrokiuhp0000f3hw2ua261dy,Ezekiel,יחזקאל,9,35,15
cmrokiuhp0000f3hw2ua261dy,Ezekiel,יחזקאל,9,36,38
cmrokiuhp0000f3hw2ua261dy,Ezekiel,יחזקאל,9,37,28
cmrokiuhp0000f3hw2ua261dy,Ezekiel,יחזקאל,9,38,23
cmrokiuhp0000f3hw2ua261dy,Ezekiel,יחזקאל,9,39,29
cmrokiuhp0000f3hw2ua261dy,Ezekiel,יחזקאל,9,40,49
cmrokiuhp0000f3hw2ua261dy,Ezekiel,יחזקאל,9,41,26
cmrokiuhp0000f3hw2ua261dy,Ezekiel,יחזקאל,9,42,20
cmrokiuhp0000f3hw2ua261dy,Ezekiel,יחזקאל,9,43,27
cmrokiuhp0000f3hw2ua261dy,Ezekiel,יחזקאל,9,44,31
cmrokiuhp0000f3hw2ua261dy,Ezekiel,יחזקאל,9,45,25
cmrokiuhp0000f3hw2ua261dy,Ezekiel,יחזקאל,9,46,24
cmrokiuhp0000f3hw2ua261dy,Ezekiel,יחזקאל,9,47,23
cmrokiuhp0000f3hw2ua261dy,Ezekiel,יחזקאל,9,48,35
cmrokiuhp0000f3hw2ua261dy,Hosea,הושע,10,1,14
cmrokiuhp0000f3hw2ua261dy,Hosea,הושע,10,2,9
cmrokiuhp0000f3hw2ua261dy,Hosea,הושע,10,3,25
cmrokiuhp0000f3hw2ua261dy,Hosea,הושע,10,4,5
cmrokiuhp0000f3hw2ua261dy,Hosea,הושע,10,5,19
cmrokiuhp0000f3hw2ua261dy,Hosea,הושע,10,6,15
cmrokiuhp0000f3hw2ua261dy,Hosea,הושע,10,7,11
cmrokiuhp0000f3hw2ua261dy,Hosea,הושע,10,8,16
cmrokiuhp0000f3hw2ua261dy,Hosea,הושע,10,9,14
cmrokiuhp0000f3hw2ua261dy,Hosea,הושע,10,10,17
cmrokiuhp0000f3hw2ua261dy,Hosea,הושע,10,11,15
cmrokiuhp0000f3hw2ua261dy,Hosea,הושע,10,12,11
cmrokiuhp0000f3hw2ua261dy,Hosea,הושע,10,13,15
cmrokiuhp0000f3hw2ua261dy,Hosea,הושע,10,14,15
cmrokiuhp0000f3hw2ua261dy,Hosea,הושע,10,15,10
cmrokiuhp0000f3hw2ua261dy,Joel,יואל,11,1,3
cmrokiuhp0000f3hw2ua261dy,Joel,יואל,11,2,20
cmrokiuhp0000f3hw2ua261dy,Joel,יואל,11,3,32
cmrokiuhp0000f3hw2ua261dy,Joel,יואל,11,4,21
cmrokiuhp0000f3hw2ua261dy,Amos,עמוס,12,1,9
cmrokiuhp0000f3hw2ua261dy,Amos,עמוס,12,2,15
cmrokiuhp0000f3hw2ua261dy,Amos,עמוס,12,3,16
cmrokiuhp0000f3hw2ua261dy,Amos,עמוס,12,4,15
cmrokiuhp0000f3hw2ua261dy,Amos,עמוס,12,5,13
cmrokiuhp0000f3hw2ua261dy,Amos,עמוס,12,6,27
cmrokiuhp0000f3hw2ua261dy,Amos,עמוס,12,7,14
cmrokiuhp0000f3hw2ua261dy,Amos,עמוס,12,8,17
cmrokiuhp0000f3hw2ua261dy,Amos,עמוס,12,9,14
cmrokiuhp0000f3hw2ua261dy,Amos,עמוס,12,10,15
cmrokiuhp0000f3hw2ua261dy,Obadiah,עובדיה,13,1,1
cmrokiuhp0000f3hw2ua261dy,Obadiah,עובדיה,13,2,21
cmrokiuhp0000f3hw2ua261dy,Jonah,יונה,14,1,4
cmrokiuhp0000f3hw2ua261dy,Jonah,יונה,14,2,16
cmrokiuhp0000f3hw2ua261dy,Jonah,יונה,14,3,11
cmrokiuhp0000f3hw2ua261dy,Jonah,יונה,14,4,10
cmrokiuhp0000f3hw2ua261dy,Jonah,יונה,14,5,11
cmrokiuhp0000f3hw2ua261dy,Micah,מיכה,15,1,7
cmrokiuhp0000f3hw2ua261dy,Micah,מיכה,15,2,16
cmrokiuhp0000f3hw2ua261dy,Micah,מיכה,15,3,13
cmrokiuhp0000f3hw2ua261dy,Micah,מיכה,15,4,12
cmrokiuhp0000f3hw2ua261dy,Micah,מיכה,15,5,14
cmrokiuhp0000f3hw2ua261dy,Micah,מיכה,15,6,14
cmrokiuhp0000f3hw2ua261dy,Micah,מיכה,15,7,16
cmrokiuhp0000f3hw2ua261dy,Micah,מיכה,15,8,20
cmrokiuhp0000f3hw2ua261dy,Nahum,נחום,16,1,3
cmrokiuhp0000f3hw2ua261dy,Nahum,נחום,16,2,14
cmrokiuhp0000f3hw2ua261dy,Nahum,נחום,16,3,14
cmrokiuhp0000f3hw2ua261dy,Nahum,נחום,16,4,19
cmrokiuhp0000f3hw2ua261dy,Habakkuk,חבקוק,17,1,3
cmrokiuhp0000f3hw2ua261dy,Habakkuk,חבקוק,17,2,17
cmrokiuhp0000f3hw2ua261dy,Habakkuk,חבקוק,17,3,20
cmrokiuhp0000f3hw2ua261dy,Habakkuk,חבקוק,17,4,19
cmrokiuhp0000f3hw2ua261dy,Zephaniah,צפניה,18,1,3
cmrokiuhp0000f3hw2ua261dy,Zephaniah,צפניה,18,2,18
cmrokiuhp0000f3hw2ua261dy,Zephaniah,צפניה,18,3,15
cmrokiuhp0000f3hw2ua261dy,Zephaniah,צפניה,18,4,20
cmrokiuhp0000f3hw2ua261dy,Haggai,חגי,19,1,2
cmrokiuhp0000f3hw2ua261dy,Haggai,חגי,19,2,15
cmrokiuhp0000f3hw2ua261dy,Haggai,חגי,19,3,23
cmrokiuhp0000f3hw2ua261dy,Zechariah,זכריה,20,1,14
cmrokiuhp0000f3hw2ua261dy,Zechariah,זכריה,20,2,17
cmrokiuhp0000f3hw2ua261dy,Zechariah,זכריה,20,3,17
cmrokiuhp0000f3hw2ua261dy,Zechariah,זכריה,20,4,10
cmrokiuhp0000f3hw2ua261dy,Zechariah,זכריה,20,5,14
cmrokiuhp0000f3hw2ua261dy,Zechariah,זכריה,20,6,11
cmrokiuhp0000f3hw2ua261dy,Zechariah,זכריה,20,7,15
cmrokiuhp0000f3hw2ua261dy,Zechariah,זכריה,20,8,14
cmrokiuhp0000f3hw2ua261dy,Zechariah,זכריה,20,9,23
cmrokiuhp0000f3hw2ua261dy,Zechariah,זכריה,20,10,17
cmrokiuhp0000f3hw2ua261dy,Zechariah,זכריה,20,11,12
cmrokiuhp0000f3hw2ua261dy,Zechariah,זכריה,20,12,17
cmrokiuhp0000f3hw2ua261dy,Zechariah,זכריה,20,13,14
cmrokiuhp0000f3hw2ua261dy,Zechariah,זכריה,20,14,9
cmrokiuhp0000f3hw2ua261dy,Zechariah,זכריה,20,15,21
cmrokiuhp0000f3hw2ua261dy,Malachi,מלאכי,21,1,4
cmrokiuhp0000f3hw2ua261dy,Malachi,מלאכי,21,2,14
cmrokiuhp0000f3hw2ua261dy,Malachi,מלאכי,21,3,17
cmrokiuhp0000f3hw2ua261dy,Malachi,מלאכי,21,4,24
cmrokiuhp0000f3hw2ua261dz,Proverbs,משלי,1,1,33
cmrokiuhp0000f3hw2ua261dz,Proverbs,משלי,1,2,22
cmrokiuhp0000f3hw2ua261dz,Proverbs,משלי,1,3,35
cmrokiuhp0000f3hw2ua261dz,Proverbs,משלי,1,4,27
cmrokiuhp0000f3hw2ua261dz,Proverbs,משלי,1,5,23
cmrokiuhp0000f3hw2ua261dz,Proverbs,משלי,1,6,35
cmrokiuhp0000f3hw2ua261dz,Proverbs,משלי,1,7,27
cmrokiuhp0000f3hw2ua261dz,Proverbs,משלי,1,8,36
cmrokiuhp0000f3hw2ua261dz,Proverbs,משלי,1,9,18
cmrokiuhp0000f3hw2ua261dz,Proverbs,משלי,1,10,32
cmrokiuhp0000f3hw2ua261dz,Proverbs,משלי,1,11,31
cmrokiuhp0000f3hw2ua261dz,Proverbs,משלי,1,12,28
cmrokiuhp0000f3hw2ua261dz,Proverbs,משלי,1,13,25
cmrokiuhp0000f3hw2ua261dz,Proverbs,משלי,1,14,35
cmrokiuhp0000f3hw2ua261dz,Proverbs,משלי,1,15,33
cmrokiuhp0000f3hw2ua261dz,Proverbs,משלי,1,16,33
cmrokiuhp0000f3hw2ua261dz,Proverbs,משלי,1,17,28
cmrokiuhp0000f3hw2ua261dz,Proverbs,משלי,1,18,24
cmrokiuhp0000f3hw2ua261dz,Proverbs,משלי,1,19,29
cmrokiuhp0000f3hw2ua261dz,Proverbs,משלי,1,20,30
cmrokiuhp0000f3hw2ua261dz,Proverbs,משלי,1,21,31
cmrokiuhp0000f3hw2ua261dz,Proverbs,משלי,1,22,29
cmrokiuhp0000f3hw2ua261dz,Proverbs,משלי,1,23,35
cmrokiuhp0000f3hw2ua261dz,Proverbs,משלי,1,24,34
cmrokiuhp0000f3hw2ua261dz,Proverbs,משלי,1,25,28
cmrokiuhp0000f3hw2ua261dz,Proverbs,משלי,1,26,28
cmrokiuhp0000f3hw2ua261dz,Proverbs,משלי,1,27,27
cmrokiuhp0000f3hw2ua261dz,Proverbs,משלי,1,28,28
cmrokiuhp0000f3hw2ua261dz,Proverbs,משלי,1,29,27
cmrokiuhp0000f3hw2ua261dz,Proverbs,משלי,1,30,33
cmrokiuhp0000f3hw2ua261dz,Proverbs,משלי,1,31,31
cmrokiuhp0000f3hw2ua261dz,Job,איוב,2,1,22
cmrokiuhp0000f3hw2ua261dz,Job,איוב,2,2,13
cmrokiuhp0000f3hw2ua261dz,Job,איוב,2,3,26
cmrokiuhp0000f3hw2ua261dz,Job,איוב,2,4,21
cmrokiuhp0000f3hw2ua261dz,Job,איוב,2,5,27
cmrokiuhp0000f3hw2ua261dz,Job,איוב,2,6,30
cmrokiuhp0000f3hw2ua261dz,Job,איוב,2,7,21
cmrokiuhp0000f3hw2ua261dz,Job,איוב,2,8,22
cmrokiuhp0000f3hw2ua261dz,Job,איוב,2,9,35
cmrokiuhp0000f3hw2ua261dz,Job,איוב,2,10,22
cmrokiuhp0000f3hw2ua261dz,Job,איוב,2,11,20
cmrokiuhp0000f3hw2ua261dz,Job,איוב,2,12,25
cmrokiuhp0000f3hw2ua261dz,Job,איוב,2,13,28
cmrokiuhp0000f3hw2ua261dz,Job,איוב,2,14,22
cmrokiuhp0000f3hw2ua261dz,Job,איוב,2,15,35
cmrokiuhp0000f3hw2ua261dz,Job,איוב,2,16,22
cmrokiuhp0000f3hw2ua261dz,Job,איוב,2,17,16
cmrokiuhp0000f3hw2ua261dz,Job,איוב,2,18,21
cmrokiuhp0000f3hw2ua261dz,Job,איוב,2,19,29
cmrokiuhp0000f3hw2ua261dz,Job,איוב,2,20,29
cmrokiuhp0000f3hw2ua261dz,Job,איוב,2,21,34
cmrokiuhp0000f3hw2ua261dz,Job,איוב,2,22,30
cmrokiuhp0000f3hw2ua261dz,Job,איוב,2,23,17
cmrokiuhp0000f3hw2ua261dz,Job,איוב,2,24,25
cmrokiuhp0000f3hw2ua261dz,Job,איוב,2,25,6
cmrokiuhp0000f3hw2ua261dz,Job,איוב,2,26,14
cmrokiuhp0000f3hw2ua261dz,Job,איוב,2,27,23
cmrokiuhp0000f3hw2ua261dz,Job,איוב,2,28,28
cmrokiuhp0000f3hw2ua261dz,Job,איוב,2,29,25
cmrokiuhp0000f3hw2ua261dz,Job,איוב,2,30,31
cmrokiuhp0000f3hw2ua261dz,Job,איוב,2,31,40
cmrokiuhp0000f3hw2ua261dz,Job,איוב,2,32,22
cmrokiuhp0000f3hw2ua261dz,Job,איוב,2,33,33
cmrokiuhp0000f3hw2ua261dz,Job,איוב,2,34,37
cmrokiuhp0000f3hw2ua261dz,Job,איוב,2,35,16
cmrokiuhp0000f3hw2ua261dz,Job,איוב,2,36,33
cmrokiuhp0000f3hw2ua261dz,Job,איוב,2,37,24
cmrokiuhp0000f3hw2ua261dz,Job,איוב,2,38,41
cmrokiuhp0000f3hw2ua261dz,Job,איוב,2,39,30
cmrokiuhp0000f3hw2ua261dz,Job,איוב,2,40,24
cmrokiuhp0000f3hw2ua261dz,Job,איוב,2,41,34
cmrokiuhp0000f3hw2ua261dz,Job,איוב,2,42,17
cmrokiuhp0000f3hw2ua261dz,Song of Songs,שיר השירים,3,1,17
cmrokiuhp0000f3hw2ua261dz,Song of Songs,שיר השירים,3,2,17
cmrokiuhp0000f3hw2ua261dz,Song of Songs,שיר השירים,3,3,11
cmrokiuhp0000f3hw2ua261dz,Song of Songs,שיר השירים,3,4,16
cmrokiuhp0000f3hw2ua261dz,Song of Songs,שיר השירים,3,5,16
cmrokiuhp0000f3hw2ua261dz,Song of Songs,שיר השירים,3,6,12
cmrokiuhp0000f3hw2ua261dz,Song of Songs,שיר השירים,3,7,14
cmrokiuhp0000f3hw2ua261dz,Song of Songs,שיר השירים,3,8,14
cmrokiuhp0000f3hw2ua261dz,Ruth,רות,4,1,22
cmrokiuhp0000f3hw2ua261dz,Ruth,רות,4,2,23
cmrokiuhp0000f3hw2ua261dz,Ruth,רות,4,3,18
cmrokiuhp0000f3hw2ua261dz,Ruth,רות,4,4,22
cmrokiuhp0000f3hw2ua261dz,Lamentations,איכה,5,1,22
cmrokiuhp0000f3hw2ua261dz,Lamentations,איכה,5,2,22
cmrokiuhp0000f3hw2ua261dz,Lamentations,איכה,5,3,66
cmrokiuhp0000f3hw2ua261dz,Lamentations,איכה,5,4,22
cmrokiuhp0000f3hw2ua261dz,Lamentations,איכה,5,5,22
cmrokiuhp0000f3hw2ua261dz,Ecclesiastes,קהלת,6,1,18
cmrokiuhp0000f3hw2ua261dz,Ecclesiastes,קהלת,6,2,26
cmrokiuhp0000f3hw2ua261dz,Ecclesiastes,קהלת,6,3,22
cmrokiuhp0000f3hw2ua261dz,Ecclesiastes,קהלת,6,4,17
cmrokiuhp0000f3hw2ua261dz,Ecclesiastes,קהלת,6,5,19
cmrokiuhp0000f3hw2ua261dz,Ecclesiastes,קהלת,6,6,12
cmrokiuhp0000f3hw2ua261dz,Ecclesiastes,קהלת,6,7,29
cmrokiuhp0000f3hw2ua261dz,Ecclesiastes,קהלת,6,8,17
cmrokiuhp0000f3hw2ua261dz,Ecclesiastes,קהלת,6,9,18
cmrokiuhp0000f3hw2ua261dz,Ecclesiastes,קהלת,6,10,20
cmrokiuhp0000f3hw2ua261dz,Ecclesiastes,קהלת,6,11,10
cmrokiuhp0000f3hw2ua261dz,Ecclesiastes,קהלת,6,12,14
cmrokiuhp0000f3hw2ua261dz,Esther,אסתר,7,1,22
cmrokiuhp0000f3hw2ua261dz,Esther,אסתר,7,2,23
cmrokiuhp0000f3hw2ua261dz,Esther,אסתר,7,3,15
cmrokiuhp0000f3hw2ua261dz,Esther,אסתר,7,4,17
cmrokiuhp0000f3hw2ua261dz,Esther,אסתר,7,5,14
cmrokiuhp0000f3hw2ua261dz,Esther,אסתר,7,6,14
cmrokiuhp0000f3hw2ua261dz,Esther,אסתר,7,7,10
cmrokiuhp0000f3hw2ua261dz,Esther,אסתר,7,8,17
cmrokiuhp0000f3hw2ua261dz,Esther,אסתר,7,9,32
cmrokiuhp0000f3hw2ua261dz,Esther,אסתר,7,10,3
cmrokiuhp0000f3hw2ua261dz,Daniel,דניאל,8,1,21
cmrokiuhp0000f3hw2ua261dz,Daniel,דניאל,8,2,49
cmrokiuhp0000f3hw2ua261dz,Daniel,דניאל,8,3,30
cmrokiuhp0000f3hw2ua261dz,Daniel,דניאל,8,4,37
cmrokiuhp0000f3hw2ua261dz,Daniel,דניאל,8,5,31
cmrokiuhp0000f3hw2ua261dz,Daniel,דניאל,8,6,28
cmrokiuhp0000f3hw2ua261dz,Daniel,דניאל,8,7,28
cmrokiuhp0000f3hw2ua261dz,Daniel,דניאל,8,8,27
cmrokiuhp0000f3hw2ua261dz,Daniel,דניאל,8,9,27
cmrokiuhp0000f3hw2ua261dz,Daniel,דניאל,8,10,21
cmrokiuhp0000f3hw2ua261dz,Daniel,דניאל,8,11,45
cmrokiuhp0000f3hw2ua261dz,Daniel,דניאל,8,12,13
cmrokiuhp0000f3hw2ua261dz,Ezra,עזרא,9,1,11
cmrokiuhp0000f3hw2ua261dz,Ezra,עזרא,9,2,70
cmrokiuhp0000f3hw2ua261dz,Ezra,עזרא,9,3,13
cmrokiuhp0000f3hw2ua261dz,Ezra,עזרא,9,4,24
cmrokiuhp0000f3hw2ua261dz,Ezra,עזרא,9,5,17
cmrokiuhp0000f3hw2ua261dz,Ezra,עזרא,9,6,22
cmrokiuhp0000f3hw2ua261dz,Ezra,עזרא,9,7,28
cmrokiuhp0000f3hw2ua261dz,Ezra,עזרא,9,8,36
cmrokiuhp0000f3hw2ua261dz,Ezra,עזרא,9,9,15
cmrokiuhp0000f3hw2ua261dz,Ezra,עזרא,9,10,44
cmrokiuhp0000f3hw2ua261dz,Nehemiah,נחמיה,10,1,11
cmrokiuhp0000f3hw2ua261dz,Nehemiah,נחמיה,10,2,20
cmrokiuhp0000f3hw2ua261dz,Nehemiah,נחמיה,10,3,32
cmrokiuhp0000f3hw2ua261dz,Nehemiah,נחמיה,10,4,23
cmrokiuhp0000f3hw2ua261dz,Nehemiah,נחמיה,10,5,19
cmrokiuhp0000f3hw2ua261dz,Nehemiah,נחמיה,10,6,19
cmrokiuhp0000f3hw2ua261dz,Nehemiah,נחמיה,10,7,73
cmrokiuhp0000f3hw2ua261dz,Nehemiah,נחמיה,10,8,18
cmrokiuhp0000f3hw2ua261dz,Nehemiah,נחמיה,10,9,38
cmrokiuhp0000f3hw2ua261dz,Nehemiah,נחמיה,10,10,39
cmrokiuhp0000f3hw2ua261dz,Nehemiah,נחמיה,10,11,36
cmrokiuhp0000f3hw2ua261dz,Nehemiah,נחמיה,10,12,47
cmrokiuhp0000f3hw2ua261dz,Nehemiah,נחמיה,10,13,31
cmrokiuhp0000f3hw2ua261dz,1 Chronicles,דברי הימים א,11,1,54
cmrokiuhp0000f3hw2ua261dz,1 Chronicles,דברי הימים א,11,2,55
cmrokiuhp0000f3hw2ua261dz,1 Chronicles,דברי הימים א,11,3,24
